log_id,sensor_id,timestamp,value,data_quality
1454,983,46:45.0,88.1082,Good
1455,920,12:05.3,56.7444,Missing
1456,420,17:00.3,93.5709,Missing
1457,276,22:09.4,76.4206,Missing
1458,625,01:12.5,58.4897,Suspect
1459,871,21:49.9,66.3383,Suspect
1460,256,09:06.1,29.9594,Suspect
1461,551,13:45.8,10.3672,Suspect
1462,363,23:15.3,73.2953,Good
1463,808,37:53.6,5.5268,Missing
1464,712,57:20.4,48.3833,Good
1465,217,26:06.4,24.3036,Good
1466,194,20:49.1,42.4376,Missing
1467,137,55:06.5,75.9313,Suspect
1468,136,08:11.5,32.3291,Missing
1469,297,09:01.1,66.3029,Missing
1470,931,14:27.3,87.3112,Good
1471,1,57:09.7,86.516,Good
1472,609,36:24.2,78.9415,Good
1473,394,17:32.3,40.706,Suspect
1474,525,54:13.1,53.593,Missing
1475,839,41:22.6,1.6468,Good
1476,853,47:08.5,39.9584,Good
1477,338,21:09.8,70.7029,Good
1478,16,56:32.5,27.3823,Good
1479,129,31:21.1,90.3636,Good
1480,756,14:07.9,87.832,Missing
1481,926,33:37.3,15.7754,Suspect
1482,375,31:06.4,89.0875,Missing
1483,616,30:16.5,55.2342,Suspect
1484,712,29:10.4,76.2503,Missing
1485,91,14:17.3,40.8411,Good
1486,603,18:29.8,52.1631,Missing
1487,558,36:25.4,91.1594,Good
1488,303,18:47.6,6.0642,Missing
1489,353,33:39.1,61.3133,Suspect
1490,107,21:27.6,68.8359,Suspect
1491,362,13:07.0,37.5251,Good
1492,160,14:55.9,47.8605,Missing
1493,696,07:06.3,86.8043,Missing
1494,794,16:29.1,41.6573,Missing
1495,428,48:32.0,52.6063,Suspect
1496,219,54:44.6,40.5967,Good
1497,818,35:16.5,11.0262,Missing
1498,496,40:22.2,22.1306,Suspect
1499,427,00:37.5,22.3666,Good
1500,224,04:27.9,13.3306,Good
1501,697,23:19.1,54.9228,Suspect
1502,393,07:15.5,33.5668,Suspect
1503,330,02:54.3,53.2123,Missing
1504,524,04:09.9,60.9493,Suspect
1505,880,47:44.5,40.9983,Good
1506,867,27:03.3,84.0393,Good
1507,927,24:58.1,15.1463,Suspect
1508,70,36:34.1,31.3057,Suspect
1509,42,34:55.4,27.4883,Suspect
1510,332,21:57.2,68.5325,Suspect
1511,748,47:16.0,86.4457,Suspect
1512,647,25:38.7,9.5805,Missing
1513,974,10:49.9,34.5345,Good
1514,499,52:34.0,32.4708,Good
1515,991,05:13.9,58.0437,Suspect
1516,330,13:58.3,92.8587,Suspect
1517,635,03:59.1,11.9692,Missing
1518,270,30:04.8,2.8829,Suspect
1519,101,21:41.5,43.9879,Suspect
1520,611,33:17.1,41.1465,Suspect
1521,431,50:10.2,83.6208,Good
1522,452,42:11.6,43.5202,Good
1523,367,37:25.5,33.9117,Missing
1524,255,18:38.0,25.6653,Suspect
1525,685,05:13.9,19.2249,Suspect
1526,137,19:28.2,16.1013,Good
1527,780,57:06.0,53.2868,Suspect
1528,693,31:35.9,97.1347,Good
1529,681,57:41.5,15.1666,Missing
1530,725,31:16.6,15.1854,Suspect
1531,653,48:37.3,85.6881,Good
1532,367,19:54.7,32.2664,Missing
1533,453,48:46.5,50.1664,Good
1534,444,09:53.7,57.4771,Suspect
1535,599,55:02.7,20.6051,Suspect
1536,278,37:19.8,61.4185,Good
1537,827,03:54.6,51.3347,Suspect
1538,602,24:45.6,17.3992,Missing
1539,325,47:14.6,22.1424,Missing
1540,782,27:53.2,23.1879,Missing
1541,37,16:51.6,59.7028,Good
1542,754,40:20.8,29.7032,Missing
1543,962,25:01.5,11.9527,Missing
1544,129,25:42.7,30.3103,Missing
1545,157,11:34.9,77.7251,Good
1546,449,15:48.1,74.6633,Missing
1547,92,40:54.7,27.741,Missing
1548,706,42:58.4,99.4574,Missing
1549,808,12:15.6,72.2872,Good
1550,884,31:43.2,49.6349,Good
1551,9,35:44.2,41.9423,Good
1552,446,13:10.9,36.731,Good
1553,444,24:48.0,59.4038,Good
1554,479,42:52.0,85.9598,Suspect
1555,977,05:37.1,82.782,Good
1556,51,50:24.8,48.8888,Good
1557,471,03:38.1,27.2094,Suspect
1558,961,32:29.3,79.8315,Suspect
1559,502,50:13.9,13.8776,Good
1560,614,22:32.4,27.213,Suspect
1561,362,51:28.3,50.8528,Suspect
1562,913,17:49.0,12.8284,Good
1563,607,00:59.1,30.6885,Suspect
1564,950,23:57.2,9.5241,Suspect
1565,913,53:55.8,71.3217,Missing
1566,79,05:44.4,33.5459,Missing
1567,515,44:46.3,55.4325,Suspect
1568,30,39:52.4,46.3687,Good
1569,749,47:54.3,60.2416,Suspect
1570,328,44:15.8,27.2469,Good
1571,676,52:44.6,27.6951,Good
1572,982,57:14.7,26.1211,Good
1573,748,07:12.9,39.5717,Suspect
1574,822,51:42.7,6.0307,Missing
1575,25,49:25.7,1.749,Suspect
1576,8,08:04.9,18.0133,Missing
1577,983,43:27.6,45.973,Good
1578,672,31:04.4,91.8049,Missing
1579,536,03:51.4,4.4194,Good
1580,379,23:40.2,60.7278,Missing
1581,4,01:48.6,77.8273,Missing
1582,559,44:22.2,7.4029,Good
1583,36,26:56.9,91.0464,Missing
1584,195,05:11.8,35.4413,Missing
1585,720,36:40.7,15.8602,Suspect
1586,384,42:44.1,24.7506,Missing
1587,46,00:00.2,90.1618,Missing
1588,553,52:11.1,67.723,Good
1589,764,02:37.1,74.0581,Missing
1590,625,47:08.4,37.4257,Good
1591,560,11:18.0,32.0137,Good
1592,90,17:34.3,51.6084,Missing
1593,42,08:03.1,18.5337,Good
1594,313,41:19.4,40.8651,Good
1595,438,57:00.8,39.1502,Good
1596,793,50:39.0,58.0775,Good
1597,127,20:04.9,45.1169,Good
1598,625,27:14.6,31.586,Good
1599,630,54:42.2,43.5291,Missing
1600,54,46:39.9,44.2197,Suspect
1601,351,32:25.3,68.9699,Missing
1602,900,46:34.6,3.8062,Suspect
1603,456,28:43.1,34.7888,Good
1604,787,16:34.6,4.7175,Suspect
1605,406,02:38.8,2.2801,Good
1606,920,29:14.8,37.7256,Good
1607,806,40:14.4,62.6985,Missing
1608,902,34:52.0,52.6735,Good
1609,48,07:01.8,89.9557,Suspect
1610,425,38:50.3,30.367,Good
1611,546,54:08.0,33.8501,Good
1612,175,59:26.1,97.6924,Missing
1613,400,08:50.4,69.2709,Good
1614,564,17:57.9,91.1808,Missing
1615,711,10:51.7,73.7887,Suspect
1616,583,24:56.1,39.7842,Good
1617,410,08:45.5,84.5806,Suspect
1618,687,48:34.2,84.7044,Good
1619,846,53:17.4,98.2389,Missing
1620,573,17:24.1,2.9679,Missing
1621,506,40:18.9,83.5984,Missing
1622,340,42:37.8,15.5635,Suspect
1623,490,20:40.6,35.5781,Good
1624,748,16:16.1,3.291,Good
1625,762,47:57.4,63.3824,Suspect
1626,687,57:00.6,88.479,Good
1627,364,13:58.2,93.3886,Good
1628,326,16:54.2,54.6284,Suspect
1629,654,10:02.9,86.6744,Missing
1630,363,37:57.8,72.3397,Missing
1631,725,00:39.4,64.8362,Suspect
1632,876,57:50.3,61.3122,Good
1633,931,04:23.6,71.2942,Missing
1634,706,01:07.1,12.3907,Missing
1635,520,42:31.2,33.6313,Missing
1636,629,47:37.3,71.2517,Good
1637,629,40:33.3,57.7381,Missing
1638,424,30:29.5,24.1685,Missing
1639,118,46:35.0,44.3708,Missing
1640,45,08:48.1,92.6174,Suspect
1641,8,45:54.9,51.4635,Suspect
1642,399,37:24.0,96.0219,Suspect
1643,496,21:21.3,60.4469,Missing
1644,155,33:00.7,63.3909,Good
1645,445,17:24.5,47.8587,Missing
1646,180,57:53.2,76.9114,Good
1647,374,57:00.3,93.8678,Good
1648,647,52:48.9,26.7523,Good
1649,323,02:59.2,18.78,Suspect
1650,964,57:21.9,17.2812,Missing
1651,976,19:53.6,83.0253,Missing
1652,11,26:34.9,25.2497,Missing
1653,168,58:03.6,60.2245,Suspect
1654,856,19:23.1,64.9762,Suspect
1655,951,22:53.8,72.5793,Good
1656,336,55:09.7,14.2682,Missing
1657,336,50:13.7,64.6178,Missing
1658,254,41:36.9,51.8169,Good
1659,182,25:24.6,29.7161,Missing
1660,794,39:52.2,56.441,Missing
1661,546,02:07.1,88.3622,Good
1662,855,42:03.4,50.3871,Suspect
1663,658,04:31.4,2.9065,Good
1664,919,11:02.7,57.2955,Missing
1665,432,29:19.6,22.9358,Good
1666,361,33:40.9,22.9053,Good
1667,852,14:52.0,20.3923,Suspect
1668,290,58:03.8,20.1281,Missing
1669,113,37:44.2,55.4628,Missing
1670,954,09:09.4,7.8571,Suspect
1671,778,09:40.0,79.0849,Missing
1672,631,29:27.6,94.9157,Good
1673,866,58:44.5,71.0844,Suspect
1674,767,57:31.6,78.1386,Missing
1675,756,58:29.4,27.7897,Suspect
1676,439,38:49.2,57.6048,Missing
1677,227,51:37.3,56.2433,Good
1678,273,51:39.2,4.8821,Good
1679,227,33:34.1,11.5811,Suspect
1680,195,55:34.7,53.3185,Good
1681,353,55:43.3,96.8273,Good
1682,688,22:36.7,33.9576,Good
1683,753,34:23.5,13.6755,Good
1684,762,22:20.3,1.6186,Good
1685,556,21:10.4,31.3259,Suspect
1686,911,37:50.1,27.9766,Good
1687,936,56:26.5,59.0662,Good
1688,314,15:15.3,17.9101,Suspect
1689,595,10:20.6,55.6714,Missing
1690,417,51:20.1,10.7278,Good
1691,19,59:05.8,76.5876,Missing
1692,753,47:58.6,73.8826,Suspect
1693,710,31:53.1,52.1302,Good
1694,536,38:18.2,64.232,Missing
1695,854,55:37.1,66.3908,Suspect
1696,60,57:43.5,0.9431,Suspect
1697,218,05:11.1,87.6066,Good
1698,519,59:42.3,51.6235,Missing
1699,588,40:30.9,45.1178,Good
1700,717,00:21.1,90.4377,Suspect
1701,524,04:09.5,53.8716,Missing
1702,594,10:19.1,83.1664,Missing
1703,405,02:06.6,5.969,Suspect
1704,778,23:16.7,39.9076,Suspect
1705,184,20:07.5,26.3188,Good
1706,701,40:35.2,60.6498,Missing
1707,285,05:30.1,37.109,Suspect
1708,296,27:21.0,78.2549,Good
1709,912,23:34.8,50.8022,Missing
1710,734,39:48.6,12.0668,Suspect
1711,335,30:25.2,12.9606,Missing
1712,805,49:47.6,77.0235,Suspect
1713,784,22:19.6,75.232,Good
1714,381,21:16.6,62.9029,Missing
1715,101,36:33.8,76.4468,Good
1716,791,15:15.2,49.5053,Missing
1717,68,05:01.4,70.0393,Missing
1718,240,12:33.3,16.1884,Suspect
1719,306,47:48.0,18.4479,Missing
1720,345,18:40.9,71.6404,Suspect
1721,713,48:23.9,34.1168,Missing
1722,992,04:54.2,23.2224,Suspect
1723,877,14:58.4,55.5694,Missing
1724,342,53:19.0,90.2509,Suspect
1725,827,41:57.2,1.1495,Good
1726,484,18:45.4,26.5723,Good
1727,214,57:22.3,39.5159,Suspect
1728,528,34:50.1,68.2416,Missing
1729,577,41:00.3,60.3748,Good
1730,296,45:05.3,14.6758,Missing
1731,341,54:45.1,46.1466,Suspect
1732,431,33:38.6,24.7726,Missing
1733,832,56:02.3,7.5215,Good
1734,404,32:33.5,64.582,Suspect
1735,110,42:30.9,58.8086,Suspect
1736,596,13:07.9,19.4835,Missing
1737,317,42:59.8,34.3298,Suspect
1738,462,32:18.7,2.1432,Missing
1739,877,56:39.3,17.8283,Good
1740,303,54:35.7,5.593,Good
1741,119,01:04.8,9.3826,Good
1742,963,52:40.1,24.913,Suspect
1743,101,46:10.4,56.949,Good
1744,289,29:58.3,96.2243,Missing
1745,492,45:49.5,30.0571,Suspect
1746,346,30:53.2,46.5023,Good
1747,421,42:49.3,42.3401,Suspect
1748,393,46:04.1,13.2962,Good
1749,808,04:16.7,81.3658,Suspect
1750,232,00:41.3,34.185,Good
1751,357,54:44.1,95.2958,Suspect
1752,116,34:28.3,90.6589,Good
1753,769,40:05.1,34.4973,Suspect
1754,945,46:56.9,15.5425,Suspect
1755,798,35:48.7,96.9159,Good
1756,54,03:21.2,46.5961,Good
1757,675,00:11.7,28.7035,Good
1758,52,34:19.9,32.5814,Missing
1759,356,07:24.2,97.8997,Suspect
1760,139,07:38.8,68.8894,Missing
1761,873,06:05.3,33.1116,Good
1762,778,57:50.7,54.271,Suspect
1763,82,49:31.1,57.9828,Suspect
1764,628,39:45.7,65.5033,Missing
1765,39,07:41.8,28.473,Good
1766,154,20:47.0,72.284,Suspect
1767,672,17:16.5,2.9357,Suspect
1768,740,44:31.1,80.2147,Good
1769,582,28:30.5,91.5407,Missing
1770,494,08:53.9,53.305,Suspect
1771,26,04:36.8,95.3452,Missing
1772,865,05:15.1,72.2522,Suspect
1773,404,21:50.6,51.5744,Good
1774,972,43:26.5,64.6877,Missing
1775,979,35:38.2,88.5982,Good
1776,560,01:26.4,15.071,Good
1777,898,23:16.2,92.3126,Good
1778,217,11:47.2,88.249,Good
1779,187,28:50.6,30.1523,Good
1780,139,12:22.4,18.9147,Good
1781,261,31:03.1,16.3625,Good
1782,298,20:20.0,16.9149,Missing
1783,452,36:28.4,1.1731,Missing
1784,567,13:55.7,55.6946,Suspect
1785,230,51:51.8,57.9397,Suspect
1786,534,00:16.1,2.8052,Missing
1787,987,58:17.4,70.2481,Good
1788,760,51:48.0,30.281,Suspect
1789,308,46:36.5,90.6122,Good
1790,636,27:05.9,37.0612,Suspect
1791,978,37:25.2,14.5092,Good
1792,296,44:51.6,19.2959,Suspect
1793,964,00:55.8,58.2014,Suspect
1794,172,34:30.9,40.2847,Missing
1795,114,27:51.4,72.8516,Missing
1796,627,46:35.8,27.8094,Good
1797,831,51:17.1,39.8717,Missing
1798,969,46:46.0,99.1588,Suspect
1799,746,59:06.7,79.0489,Good
1800,122,27:48.9,67.1708,Suspect
1801,945,30:33.8,19.1242,Suspect
1802,368,51:10.9,99.4832,Suspect
1803,556,03:56.7,25.8345,Missing
1804,635,21:36.8,85.4111,Missing
1805,360,54:32.9,35.5142,Suspect
1806,274,01:00.4,10.1872,Missing
1807,541,50:40.4,49.563,Suspect
1808,98,13:50.0,82.9115,Good
1809,622,24:09.1,35.7061,Good
1810,750,59:15.4,22.0581,Missing
1811,89,33:27.0,81.0795,Missing
1812,562,52:44.1,28.8055,Missing
1813,789,14:47.9,55.2182,Suspect
1814,565,34:41.8,81.2126,Suspect
1815,548,32:13.7,29.5681,Missing
1816,141,22:48.1,80.4159,Missing
1817,173,59:47.0,28.1001,Suspect
1818,435,16:45.6,99.2081,Suspect
1819,355,00:44.6,58.7202,Missing
1820,823,15:05.8,7.4389,Suspect
1821,41,06:06.3,80.9402,Good
1822,322,56:22.2,79.8036,Good
1823,36,03:32.4,22.9668,Missing
1824,143,38:13.0,22.1612,Good
1825,615,18:04.5,34.7412,Suspect
1826,471,12:06.9,6.1277,Missing
1827,953,07:22.3,92.2867,Missing
1828,937,37:00.8,65.7776,Missing
1829,210,21:39.0,5.3598,Suspect
1830,228,45:19.6,55.2075,Suspect
1831,289,01:58.2,71.1096,Missing
1832,973,49:26.3,45.9408,Good
1833,904,13:41.5,67.7072,Good
1834,128,42:12.9,86.6393,Suspect
1835,37,08:47.2,64.6812,Missing
1836,881,42:03.3,72.1416,Good
1837,374,36:49.6,77.1196,Missing
1838,619,38:29.5,39.7602,Missing
1839,277,22:59.5,43.4832,Good
1840,75,05:34.1,54.7986,Suspect
1841,345,13:31.6,80.84,Good
1842,96,49:38.6,73.9554,Suspect
1843,676,22:10.9,87.4133,Suspect
1844,655,06:33.7,24.9225,Missing
1845,396,30:09.4,96.1176,Missing
1846,966,11:53.7,0.7967,Suspect
1847,230,16:32.7,88.4852,Suspect
1848,670,54:52.9,38.8344,Missing
1849,837,52:49.9,97.8137,Good
1850,922,57:35.6,53.952,Missing
1851,469,30:19.8,14.1924,Missing
1852,873,11:07.2,16.9236,Good
1853,976,00:06.1,16.2519,Suspect
1854,590,05:52.2,30.9446,Missing
1855,332,58:15.3,69.6431,Missing
1856,823,35:37.9,15.9664,Suspect
1857,235,50:41.6,26.6027,Suspect
1858,572,11:08.1,76.3437,Good
1859,285,49:57.3,10.179,Good
1860,585,30:41.5,29.9749,Missing
1861,797,01:16.8,64.5837,Good
1862,984,30:25.4,13.7484,Good
1863,292,27:29.2,75.9141,Missing
1864,812,57:28.0,79.0616,Suspect
1865,219,44:06.4,50.4313,Missing
1866,527,55:35.1,31.227,Suspect
1867,93,38:23.7,82.3224,Good
1868,226,10:49.6,83.3588,Suspect
1869,366,49:14.4,37.6068,Suspect
1870,820,13:21.6,63.8989,Good
1871,382,30:18.2,35.935,Suspect
1872,78,37:32.7,80.2007,Good
1873,359,13:28.3,5.7153,Good
1874,701,18:24.9,9.235,Good
1875,410,38:49.4,95.0352,Missing
1876,765,01:46.0,0.6356,Missing
1877,414,29:13.0,47.941,Suspect
1878,94,30:37.7,1.8499,Good
1879,233,16:34.4,26.4714,Suspect
1880,496,26:58.0,81.7649,Good
1881,283,46:58.9,67.454,Good
1882,468,58:42.7,66.1644,Missing
1883,517,28:09.6,13.6769,Suspect
1884,93,48:55.8,12.1487,Good
1885,691,12:54.9,17.3024,Suspect
1886,943,14:58.1,53.5783,Missing
1887,680,47:09.6,85.9112,Missing
1888,180,12:25.2,62.013,Missing
1889,87,19:14.6,65.9429,Suspect
1890,574,27:35.7,92.1027,Suspect
1891,633,14:55.7,0.7516,Good
1892,589,16:33.4,29.0115,Suspect
1893,382,44:45.1,70.909,Missing
1894,528,15:24.0,78.7611,Suspect
1895,340,53:37.0,70.3848,Good
1896,14,29:22.9,71.1194,Good
1897,142,28:12.6,85.9474,Missing
1898,950,01:57.9,43.448,Suspect
1899,405,58:27.8,64.6253,Missing
1900,373,56:14.2,39.8301,Good
1901,852,49:59.5,80.8887,Good
1902,924,46:22.8,85.4799,Suspect
1903,200,21:37.6,97.622,Missing
1904,978,19:55.1,96.535,Suspect
1905,153,01:58.7,4.5293,Good
1906,584,19:25.2,65.1985,Suspect
1907,507,20:23.6,0.2387,Good
1908,74,47:50.1,64.3716,Suspect
1909,421,08:14.0,61.2935,Suspect
1910,863,39:27.0,38.0295,Good
1911,747,56:10.6,79.6264,Missing
1912,516,29:25.8,16.4429,Suspect
1913,989,50:16.0,9.6611,Missing
1914,987,53:49.7,64.2783,Suspect
1915,640,30:51.8,9.075,Good
1916,664,42:51.8,93.4507,Good
1917,36,46:16.2,60.1465,Good
1918,507,28:14.5,96.6082,Missing
1919,735,42:39.7,70.9322,Suspect
1920,386,42:49.2,84.5096,Missing
1921,281,35:25.2,71.0421,Suspect
1922,317,24:18.7,24.4882,Good
1923,699,28:20.2,86.2656,Suspect
1924,192,20:39.5,64.7187,Suspect
1925,976,10:47.5,77.1359,Good
1926,548,15:45.4,1.8497,Good
1927,960,34:48.8,36.201,Missing
1928,371,46:55.8,13.4313,Good
1929,765,31:07.9,66.4328,Good
1930,750,50:06.7,25.2843,Missing
1931,814,53:24.8,33.9537,Good
1932,500,43:46.6,8.9874,Suspect
1933,714,15:42.7,59.5756,Missing
1934,405,29:42.4,27.7601,Suspect
1935,35,58:05.2,79.0383,Suspect
1936,52,46:34.2,22.6437,Suspect
1937,360,57:49.0,59.7825,Missing
1938,368,02:23.5,67.3632,Suspect
1939,249,22:27.2,3.4115,Missing
1940,219,35:45.4,85.7645,Good
1941,676,50:38.2,64.1501,Suspect
1942,21,56:54.0,83.3425,Missing
1943,857,20:05.1,9.1952,Suspect
1944,510,14:34.2,38.3003,Good
1945,295,54:41.7,44.5738,Suspect
1946,130,50:43.0,19.3092,Good
1947,142,06:21.2,46.6131,Suspect
1948,383,07:29.2,49.8928,Good
1949,796,03:32.6,57.5886,Missing
1950,27,41:16.6,69.4111,Missing
1951,636,58:13.7,60.7364,Suspect
1952,251,59:36.1,16.6093,Good
1953,883,06:09.3,27.2559,Good
1954,515,24:21.7,86.8239,Missing
1955,61,14:02.3,83.3893,Good
1956,906,13:01.3,5.4851,Good
1957,35,57:37.7,85.1469,Good
1958,334,58:53.5,92.9175,Missing
1959,788,26:40.4,63.2812,Missing
1960,901,50:35.1,99.0181,Missing
1961,193,13:59.5,33.172,Suspect
1962,79,22:22.1,62.2993,Missing
1963,704,45:47.8,99.3229,Good
1964,804,42:37.0,64.7881,Good
1965,447,57:33.1,81.6608,Good
1966,955,27:41.2,35.8988,Missing
1967,173,16:07.0,73.9983,Good
1968,119,18:59.1,81.9703,Suspect
1969,698,17:10.8,10.8208,Suspect
1970,329,46:04.1,74.4258,Missing
1971,564,24:33.0,34.5588,Suspect
1972,151,51:22.2,81.6208,Missing
1973,641,22:18.2,73.9421,Good
1974,275,33:39.8,35.4495,Good
1975,72,33:02.9,6.197,Suspect
1976,886,08:56.1,70.1484,Good
1977,661,27:21.1,55.0718,Good
1978,93,43:54.9,6.9399,Missing
1979,151,33:27.5,25.6639,Missing
1980,118,55:18.2,56.6198,Suspect
1981,437,22:44.6,59.2879,Good
1982,332,10:53.5,62.9405,Good
1983,104,42:12.4,66.731,Suspect
1984,730,11:41.6,23.5914,Good
1985,530,18:10.0,70.3253,Suspect
1986,23,11:43.4,36.9725,Suspect
1987,55,58:28.1,5.7886,Good
1988,61,20:50.4,65.8732,Good
1989,255,44:06.6,78.7188,Suspect
1990,717,01:52.0,10.1426,Missing
1991,588,56:30.2,32.7209,Good
1992,493,51:59.6,52.7314,Suspect
1993,678,14:25.8,1.6157,Suspect
1994,249,11:43.2,53.1471,Suspect
1995,274,49:15.4,1.545,Missing
1996,14,55:05.1,60.042,Good
1997,402,10:29.9,80.3841,Missing
1998,744,46:40.5,77.774,Suspect
1999,766,41:36.1,33.2982,Suspect
2000,67,37:17.4,30.6205,Good
2001,456,38:17.4,18.7213,Missing
2002,476,54:41.9,62.2327,Missing
2003,959,44:19.4,43.2761,Suspect
2004,408,03:05.4,25.9305,Good
2005,602,17:13.1,21.7075,Suspect
2006,994,52:14.9,75.0127,Missing
2007,87,28:46.5,43.5295,Suspect
2008,400,41:22.9,31.8482,Suspect
2009,942,18:19.5,12.3433,Good
2010,862,48:09.5,76.694,Missing
2011,433,37:52.5,64.7875,Missing
2012,843,53:58.6,35.052,Missing
2013,768,34:55.6,43.7608,Missing
2014,661,19:44.0,48.5986,Suspect
2015,228,34:49.8,20.627,Suspect
2016,16,44:52.4,65.3698,Missing
2017,99,21:31.0,0.4234,Good
2018,551,55:06.1,42.5941,Missing
2019,333,38:09.0,29.6373,Good
2020,28,42:49.6,23.3667,Suspect
2021,869,24:58.0,65.1869,Missing
2022,67,37:31.0,46.65,Good
2023,451,57:22.2,45.4079,Good
2024,955,06:53.1,39.7388,Good
2025,636,22:13.6,97.4039,Good
2026,752,07:45.2,74.2014,Good
2027,347,53:08.8,53.3286,Suspect
2028,333,48:22.0,79.7878,Suspect
2029,360,28:56.6,52.4737,Suspect
2030,383,33:39.7,2.9848,Suspect
2031,443,04:11.1,8.0887,Missing
2032,164,05:02.1,49.3421,Suspect
2033,631,47:16.9,77.2025,Missing
2034,701,14:17.8,75.5479,Suspect
2035,560,06:13.5,94.7988,Good
2036,81,33:01.5,24.0363,Missing
2037,307,44:00.6,55.8566,Missing
2038,886,20:27.8,36.0116,Good
2039,829,48:49.0,91.3934,Missing
2040,524,21:17.4,32.43,Good
2041,91,59:03.9,0.5875,Suspect
2042,757,42:31.1,49.081,Missing
2043,433,16:41.4,68.0618,Missing
2044,702,25:16.7,92.2157,Suspect
2045,125,45:35.4,88.0895,Good
2046,706,28:41.3,49.6394,Good
2047,350,44:58.4,28.279,Suspect
2048,814,46:38.9,6.4957,Good
2049,115,41:58.1,74.2504,Suspect
2050,814,05:39.5,29.3236,Missing
2051,85,23:33.6,68.3484,Good
2052,400,56:26.9,9.5937,Good
2053,695,49:28.5,88.0547,Good
2054,848,48:05.9,24.8926,Suspect
2055,146,38:45.6,46.1417,Suspect
2056,647,44:29.4,47.8677,Suspect
2057,954,32:01.7,33.8945,Good
2058,350,36:28.3,1.1866,Missing
2059,500,55:47.2,24.3607,Suspect
2060,643,00:50.0,84.6741,Good
2061,355,34:31.0,92.108,Missing
2062,914,16:25.0,52.167,Missing
2063,318,37:06.1,23.4156,Suspect
2064,579,08:08.0,19.5826,Missing
2065,233,03:46.1,52.2619,Missing
2066,39,44:22.2,19.5004,Missing
2067,714,53:43.7,46.888,Good
2068,139,59:32.2,31.5777,Good
2069,890,07:55.1,23.6557,Suspect
2070,332,00:34.0,21.0322,Suspect
2071,1,04:14.1,24.8546,Suspect
2072,190,21:41.7,29.8365,Missing
2073,52,15:13.9,50.2515,Missing
2074,794,39:03.8,63.4923,Missing
2075,938,28:50.8,27.7886,Suspect
2076,638,56:10.8,22.6392,Good
2077,477,40:05.2,76.7315,Suspect
2078,870,53:12.5,92.5437,Missing
2079,107,16:10.0,57.5402,Missing
2080,607,59:28.4,70.9712,Suspect
2081,54,43:17.3,46.0731,Missing
2082,507,08:29.8,21.1777,Good
2083,831,18:45.7,49.8674,Missing
2084,482,23:05.3,60.479,Suspect
2085,279,43:31.6,58.022,Missing
2086,135,55:17.1,93.0428,Suspect
2087,111,51:08.2,81.1378,Good
2088,664,57:33.8,94.457,Suspect
2089,308,19:22.6,22.2062,Suspect
2090,22,06:46.4,41.7228,Suspect
2091,107,36:17.9,7.2549,Suspect
2092,321,12:10.9,9.7458,Suspect
2093,79,12:59.7,69.3259,Missing
2094,167,53:24.5,61.3036,Good
2095,925,42:10.3,63.5944,Good
2096,208,38:10.1,78.2056,Good
2097,620,59:29.6,0.2922,Missing
2098,175,06:08.6,3.5428,Missing
2099,309,11:47.9,8.5454,Suspect
2100,65,52:18.0,58.3867,Suspect
2101,510,50:11.3,46.3358,Missing
2102,297,55:31.4,19.1756,Suspect
2103,994,39:20.6,62.8577,Good
2104,688,33:21.1,62.007,Suspect
2105,639,12:41.4,59.3641,Good
2106,239,51:23.5,34.8519,Suspect
2107,453,40:40.9,55.0271,Suspect
2108,797,10:14.7,85.0352,Suspect
2109,374,06:20.0,18.4111,Suspect
2110,46,11:30.7,51.8341,Missing
2111,576,46:28.9,1.8852,Missing
2112,527,14:54.9,27.6272,Good
2113,622,19:31.5,69.8897,Missing
2114,624,17:12.7,5.921,Missing
2115,384,47:25.5,88.7954,Missing
2116,275,50:17.4,19.8632,Good
2117,309,46:16.2,18.1281,Suspect
2118,883,02:37.4,19.5311,Suspect
2119,874,13:53.8,35.924,Good
2120,151,14:45.1,48.885,Suspect
2121,952,00:48.6,46.9046,Good
2122,967,01:05.0,2.5387,Missing
2123,555,08:05.2,57.2749,Suspect
2124,862,52:41.6,20.4353,Good
2125,135,05:56.8,95.2244,Missing
2126,109,52:21.1,71.0486,Suspect
2127,884,27:18.2,89.16,Missing
2128,985,23:42.1,86.3886,Good
2129,766,36:12.7,58.8154,Missing
2130,280,16:57.2,2.314,Suspect
2131,565,42:03.6,53.8296,Missing
2132,168,24:01.5,41.3527,Suspect
2133,212,19:54.1,31.8754,Suspect
2134,354,37:17.6,42.9583,Good
2135,899,36:37.7,91.1097,Good
2136,619,32:25.9,35.277,Missing
2137,755,24:21.9,47.1051,Suspect
2138,376,55:02.6,38.862,Suspect
2139,56,28:19.7,71.0509,Good
2140,909,10:07.1,19.1837,Good
2141,212,29:36.9,23.4438,Missing
2142,606,49:51.9,75.0685,Good
2143,287,40:17.3,47.6528,Suspect
2144,232,52:53.6,19.596,Suspect
2145,551,32:19.5,53.6012,Good
2146,133,13:23.3,43.1804,Suspect
2147,362,54:28.9,3.3743,Suspect
2148,294,25:55.6,19.0216,Missing
2149,136,14:40.6,43.3581,Good
2150,838,28:09.1,20.3277,Suspect
2151,251,43:12.3,10.999,Good
2152,534,32:59.8,22.2677,Good
2153,179,33:30.0,7.9642,Missing
2154,304,12:58.4,46.3494,Suspect
2155,301,29:27.1,82.0018,Good
2156,740,23:48.1,94.5178,Suspect
